,Unnamed: 0.1,Unnamed: 0,reviews,new_reviews,Positive,Negative,Neutral,Compound,Sentiment
3530,3530,3530,"
Total bag is very good.
",total bag good,0.592,0.0,0.408,0.4404,0
3531,3531,3531,"
I like this product and believe me this price range the product is very good and thanks to Amazon
",like product believe price range product good thank amazon,0.658,0.0,0.342,0.8225,0
3532,3532,3532,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
3533,3533,3533,"
Overall a good product.
",overall good product,0.592,0.0,0.408,0.4404,0
3534,3534,3534,"
The bag is so nice and it's looking is rocking and it's eligible  to take weight of my books of bcom
",bag nice look rock eligible take weight book bcom,0.259,0.0,0.741,0.4215,0
3535,3535,3535,"
Big portion at bottom and top portion is small. Not appropriate for college or school.
",big portion bottom top portion small appropriate college school,0.184,0.0,0.816,0.2023,0
3536,3536,3536,"
Good
",good,1.0,0.0,0.0,0.4404,0
3537,3537,3537,"
Quality is not that good...but OK...you can find it at a lesser cost in market
",quality goodbut okyou find less cost market,0.0,0.0,1.0,0.0,0
3538,3538,3538,"
Nice prdt looks like new after a year
",nice prdt look like new year,0.57,0.0,0.43,0.6486,0
3539,3539,3539,"
nice iliked the bag
",nice iliked bag,0.583,0.0,0.417,0.4215,0
3540,3540,3540,"
It's a good product. Easy to carry. I'm happy with it.
",good product easy carry I m happy,0.826,0.0,0.174,0.8591,0
3541,3541,3541,"
Quality is poor, chain quality is not good
",quality poor chain quality good,0.322,0.344,0.333,-0.0516,1
3542,3542,3542,"
Not an ideal bag for college students.not worth for carrying laptop.can hold limited number of books or dress.quality is not that great.
",ideal bag college studentsnot worth carry laptopcan hold limited number book dressquality great,0.519,0.092,0.388,0.8316,0
3543,3543,3543,"
Good this bag but it very light weight bag
",good bag light weight bag,0.42,0.0,0.58,0.4404,0
3544,3544,3544,"
Good bag use numbers of clothes putting into bag
",good bag use number clothe put bag,0.457,0.0,0.543,0.4939,0
3545,3545,3545,"
I think product is good but the price is little high. It should be 400
",think product good price little high 400,0.326,0.0,0.674,0.4404,0
3546,3546,3546,"
Its quality is too good and colour are same i am very happy from product
",quality good colour happy product,0.688,0.0,0.312,0.765,0
3547,3547,3547,"
Reasonable price and great product I am very satisfied with the pole star bag
",reasonable price great product satisfy pole star bag,0.542,0.0,0.458,0.7964,0
3548,3548,3548,"
Bought it for my hubby... very good quality spacious bag...he loves it!!
",buy hubby good quality spacious baghe love,0.587,0.0,0.413,0.7964,0
3549,3549,3549,"
Look is nice as I just received it on time,
",look nice receive time,0.483,0.0,0.517,0.4215,0
3550,3550,3550,"
Tore in a month. Bad quality
",tear month bad quality,0.0,0.538,0.462,-0.5423,1
3551,3551,3551,"
Gifted it to a collegue. He loved it
",gifted collegue love,0.677,0.0,0.323,0.6369,0
3552,3552,3552,"
Worth buying the product it's really awesome have lots of space and similar as  shown above
",worth buy product really awesome lot space similar show,0.473,0.0,0.527,0.7425,0
3553,3553,3553,"
Comfortable to carry
",comfortable carry,0.767,0.0,0.233,0.5106,0
3554,3554,3554,"
If you like the bag, buy it..
",like bag buy,0.556,0.0,0.444,0.3612,0
3555,3555,3555,"
Good item. Worth money
",good item worth money,0.706,0.0,0.294,0.5859,0
3556,3556,3556,"
Small
",small,0.0,0.0,1.0,0.0,0
3557,3557,3557,"
I like this product
",like product,0.714,0.0,0.286,0.3612,0
3558,3558,3558,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
3559,3559,3559,"
Good for the price
",good price,0.744,0.0,0.256,0.4404,0
3560,3560,3560,"
Quality bag 👍
",quality bag,0.0,0.0,1.0,0.0,0
3561,3561,3561,"
Great quality at a great price.
",great quality great price,0.804,0.0,0.196,0.8481,0
3562,3562,3562,"
Hi.. this product is very good. I am not giving 5 stars only cos it is smaller.. its perfect for teens. it is light weight. looks cool.
",hi product good give 5 star cos small perfect teen light weight look cool,0.471,0.0,0.529,0.836,0
3563,3563,3563,"
Very low space
",low space,0.0,0.677,0.323,-0.2732,1
3564,3564,3564,"
I hope they will maintain this quality in future also.
",hope maintain quality future also,0.42,0.0,0.58,0.4404,0
3565,3565,3565,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
3566,3566,3566,"
Good quality
",good quality,0.744,0.0,0.256,0.4404,0
3567,3567,3567,"
Amazing
",amazing,1.0,0.0,0.0,0.5859,0
3568,3568,3568,"
nice but the print has faded after long use
",nice print fade long use,0.412,0.0,0.588,0.4215,0
3569,3569,3569,"
good product with little bigger space than expected. I actually liked the quote much more
",good product little big space expect actually like quote much,0.403,0.0,0.597,0.6597,0
3570,3570,3570,"
Very good services
",good service,0.744,0.0,0.256,0.4404,0
3571,3571,3571,"
Way too good
",way good,0.744,0.0,0.256,0.4404,0
3572,3572,3572,"
This bag is nice and also best use for the student during school and college and also use to tuition
",bag nice also good use student school college also use tuition,0.388,0.0,0.612,0.6908,0
3573,3573,3573,"
Good for school, college
",good school college,0.592,0.0,0.408,0.4404,0
3574,3574,3574,"
I bought this bag because of its  quotation.Thankq amazon. Good quality as expected.
",buy bag quotationthankq amazon good quality expect,0.479,0.0,0.521,0.5574,0
3575,3575,3575,"
Very good bag
",good bag,0.744,0.0,0.256,0.4404,0
3576,3576,3576,"
Nice backpackLots of space
",nice backpacklot space,0.583,0.0,0.417,0.4215,0
3577,3577,3577,"
The bag quality and even the price. Everything is best in polestar and they delivered the product in a day
",bag quality even price everything good polestar deliver product day,0.244,0.0,0.756,0.4404,0
3578,3578,3578,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
3579,3579,3579,"
good
",good,1.0,0.0,0.0,0.4404,0
3580,3580,3580,"
Some what smaller than expected. Expected slightly bigger bag. Hope this will be durable.
",small expect expect slightly big bag hope durable,0.274,0.0,0.726,0.3892,0
3581,3581,3581,"
lovely bag
",lovely bag,0.792,0.0,0.208,0.5859,0
3582,3582,3582,"
Worst zip quality with cheap net at back side, do not buy this bag
",bad zip quality cheap net back side buy bag,0.0,0.304,0.696,-0.5423,1
3583,3583,3583,"
Good
",good,1.0,0.0,0.0,0.4404,0
3584,3584,3584,"
Good
",good,1.0,0.0,0.0,0.4404,0
3585,3585,3585,"
Bag zips are hard and sensitive so its check it
",bag zips hard sensitive check,0.0,0.259,0.741,-0.1027,1
3586,3586,3586,"
Nice bag, satisfying every way.
",nice bag satisfy every way,0.659,0.0,0.341,0.7003,0
3587,3587,3587,"
Very nice bag at this price.I am using from last 5 months. I really recommend to all who want the bag at lowest price.
",nice bag pricei use last 5 month really recommend want bag low price,0.415,0.122,0.463,0.6214,0
3588,3588,3588,"
This is a nice one to pick randomly. Loved it.
",nice one pick randomly love,0.7,0.0,0.3,0.7906,0
3589,3589,3589,"
Light waight
",light waight,0.0,0.0,1.0,0.0,0
3590,3590,3590,"
Nice bag
",nice bag,0.737,0.0,0.263,0.4215,0
3591,3591,3591,"
Same condition only like 100rupy
",condition like 100rupy,0.556,0.0,0.444,0.3612,0
3592,3592,3592,"
The quality and appearance of d bag is too gud.... Also the best part was quick delivery
",quality appearance bag gud also good part quick delivery,0.266,0.0,0.734,0.4404,0
3593,3593,3593,"
Not good for school bag
",good school bag,0.592,0.0,0.408,0.4404,0
3594,3594,3594,"
Nice..awsmmmm
",niceawsmmmm,0.0,0.0,1.0,0.0,0
3595,3595,3595,"
Good product .quality of material is nice,value for money.
",good product quality material nicevalue money,0.367,0.0,0.633,0.4404,0
3596,3596,3596,"
Well the water proof works
",well water proof work,0.412,0.0,0.588,0.2732,0
3597,3597,3597,"
Just received the product looks very good feels very good worth the money I paid
",receive product look good feel good worth money pay,0.546,0.099,0.355,0.743,0
3598,3598,3598,"
It's more like a computer bag rather than a school bag
",like computer bag rather school bag,0.333,0.0,0.667,0.3612,0
3599,3599,3599,"
Great and amazing product
",great amazing product,0.888,0.0,0.112,0.836,0
3600,3600,3600,"
Cheap and good product
",cheap good product,0.592,0.0,0.408,0.4404,0
3601,3601,3601,"
Product is not as same as seen at site..
",product see site,0.0,0.0,1.0,0.0,0
3602,3602,3602,"
The bag is bit smaller than usual laptop bags we receive.
",bag bit small usual laptop bag receive,0.0,0.0,1.0,0.0,0
3603,3603,3603,"
Waste of money....bag is too small...don't buyI bought and when I m returning they are telling to courier it
",waste moneybag smalldont buyi buy return tell courier,0.0,0.286,0.714,-0.4215,1
3604,3604,3604,"
Good
",good,1.0,0.0,0.0,0.4404,0
3605,3605,3605,"
The quality of the product isn't as good as they boasted. Fine looks of the product keep it at bay.
",quality product be not good boast fine look product keep bay,0.0,0.308,0.692,-0.4585,1
3606,3606,3606,"
The material quality is very good.
",material quality good,0.592,0.0,0.408,0.4404,0
3607,3607,3607,"
Good
",good,1.0,0.0,0.0,0.4404,0
3608,3608,3608,"
Good. As desired.
",good desire,1.0,0.0,0.0,0.6808,0
3609,3609,3609,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
3610,3610,3610,"
Its a nice product very comfort and good space ,very light ,and price is very cheap
",nice product comfort good space light price cheap,0.621,0.0,0.379,0.802,0
3611,3611,3611,"
Nice and good
",nice good,1.0,0.0,0.0,0.6908,0
3612,3612,3612,"
Like
",like,1.0,0.0,0.0,0.3612,0
3613,3613,3613,"
Unique and stylish bags,High Quality , Durable Fabric,Awesome Product,Amazing Quality.
",unique stylish bagshigh quality durable fabricawesome productamaze quality,0.0,0.0,1.0,0.0,0
3614,3614,3614,"
It's okay
",okay,1.0,0.0,0.0,0.2263,0
3615,3615,3615,"
Very good product
",good product,0.744,0.0,0.256,0.4404,0
3616,3616,3616,"
good
",good,1.0,0.0,0.0,0.4404,0
3617,3617,3617,"
The bag is good to carry and yes the design is also classy and is truely same as that in the picture.
",bag good carry yes design also classy truely picture,0.586,0.0,0.414,0.8176,0
3618,3618,3618,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
3619,3619,3619,"
happy with the product
",happy product,0.787,0.0,0.213,0.5719,0
3620,3620,3620,"
water resistance,light weight,travel friendly
",water resistancelight weighttravel friendly,0.516,0.0,0.484,0.4939,0
3621,3621,3621,"
Nice one
",nice one,0.737,0.0,0.263,0.4215,0
3622,3622,3622,"
Bag  is awesome 😁❤😘 gifted  my sister
",bag awesome gifted sister,0.577,0.0,0.423,0.6249,0
3623,3623,3623,"
Too small for std 9
",small std 9,0.0,0.0,1.0,0.0,0
3624,3624,3624,"
#waterresistance #travelling #lightweight
",waterresistance travel lightweight,0.0,0.0,1.0,0.0,0
3625,3625,3625,"
Good bag. Sturdy. Smaller than I expected.
",good bag sturdy small expect,0.42,0.0,0.58,0.4404,0
3626,3626,3626,"
Nyc
",nyc,0.0,0.0,1.0,0.0,0
3627,3627,3627,"
Material is good.
",material good,0.744,0.0,0.256,0.4404,0
3628,3628,3628,"
Nice
",nice,1.0,0.0,0.0,0.4215,0
3629,3629,3629,"
Fantastic
",fantastic,1.0,0.0,0.0,0.5574,0
3630,3630,3630,"
Good item
",good item,0.744,0.0,0.256,0.4404,0
3631,3631,3631,"
Best in the price tag
",good price tag,0.592,0.0,0.408,0.4404,0
3632,3632,3632,"
Nice loking product
",nice loking product,0.583,0.0,0.417,0.4215,0
3633,3633,3633,"
This  is  a bag that not satisfied  in my whole life the bag is okk but for not this price 😩😩😩
",bag satisfy whole life bag okk price,0.333,0.0,0.667,0.4588,0
3634,3634,3634,"
Material not upto mark
",material upto mark,0.0,0.0,1.0,0.0,0
3635,3635,3635,"
Great bag at this price..it can be used for travelling,college,school,office...all rounder
",great bag priceit use travellingcollegeschoolofficeall rounder,0.451,0.0,0.549,0.6249,0
3636,3636,3636,"
Nice and cool
",nice cool,1.0,0.0,0.0,0.6249,0
3637,3637,3637,"
Really amazing..thank u amazon
",really amazingthank u amazon,0.497,0.0,0.503,0.2449,0
3638,3638,3638,"
Good
",good,1.0,0.0,0.0,0.4404,0
3639,3639,3639,"
superb
",superb,1.0,0.0,0.0,0.6249,0
3640,3640,3640,"
Perfect
",perfect,1.0,0.0,0.0,0.5719,0
3641,3641,3641,"
Nice bag .. still in use
",nice bag still use,0.483,0.0,0.517,0.4215,0
3642,3642,3642,"
jeep quality is very poor bag fabric is very poor quality not waterproof
",jeep quality poor bag fabric poor quality waterproof,0.0,0.508,0.492,-0.7351,1
3643,3643,3643,"
Very Good
",good,1.0,0.0,0.0,0.4404,0
3644,3644,3644,"
Very nice
",nice,1.0,0.0,0.0,0.4215,0
3645,3645,3645,"
sturdy and good looking,,well  satisfied
",sturdy good lookingwell satisfy,0.747,0.0,0.253,0.7096,0
3646,3646,3646,"
this is not actual size actual size of this is small my laptop doesnt fit in it bag is small
",actual size actual size small laptop do not fit bag small,0.0,0.174,0.826,-0.2755,1
3647,3647,3647,"
It's good for one year after the printed words comes out
",good one year print word come,0.367,0.0,0.633,0.4404,0
3648,3648,3648,"
Light weight.... fully satisfied
",light weight fully satisfy,0.523,0.0,0.477,0.5095,0
3649,3649,3649,"
Awesome I love this
",awesome love,1.0,0.0,0.0,0.8519,0
3650,3650,3650,"
zip and runner are good quality
",zip runner good quality,0.492,0.0,0.508,0.4404,0
3651,3651,3651,"
Not extra ordinary but better than ordinary for routine use.
",extra ordinary well ordinary routine use,0.296,0.0,0.704,0.2732,0
3652,3652,3652,"
Good Product
",good product,0.744,0.0,0.256,0.4404,0
3653,3653,3653,"
good product for daily use
",good product daily use,0.492,0.0,0.508,0.4404,0
3654,3654,3654,"
good product for daily use
",good product daily use,0.492,0.0,0.508,0.4404,0
3655,3655,3655,"
RECEIVED ON TIME
",receive time,0.0,0.0,1.0,0.0,0
3656,3656,3656,"
Nice PRODACT
",nice prodact,0.737,0.0,0.263,0.4215,0
3657,3657,3657,"
Side pocket for water bottle tore
",side pocket water bottle tear,0.0,0.0,1.0,0.0,0
3658,3658,3658,"
Bad quality
",bad quality,0.0,0.778,0.222,-0.5423,1
3659,3659,3659,"
The length of the product has not met expectations so return d product
",length product meet expectation return product,0.0,0.0,1.0,0.0,0
3660,3660,3660,"
The bag is awesome and i loved it 😍
",bag awesome love,0.892,0.0,0.108,0.8519,0
3661,3661,3661,"
Good product
",good product,0.744,0.0,0.256,0.4404,0
3662,3662,3662,"
Just ok quality not very sturdy.
",ok quality sturdy,0.524,0.0,0.476,0.296,0
3663,3663,3663,"
Good product but not waterproof.
",good product waterproof,0.592,0.0,0.408,0.4404,0
3664,3664,3664,"
Very nice bag with good print.😊
",nice bag good print,0.74,0.0,0.26,0.6908,0
3665,3665,3665,"
Not up-to the marks.
",upto mark,0.0,0.0,1.0,0.0,0
3666,3666,3666,"
very good bag and looks so awesome😍
",good bag look awesome,0.778,0.0,0.222,0.7906,0
3667,3667,3667,"
Good
",good,1.0,0.0,0.0,0.4404,0
3668,3668,3668,"
Very good bag
",good bag,0.744,0.0,0.256,0.4404,0
3669,3669,3669,"
Light weight. Water proof. Positive thought in front of the bag.
",light weight water proof positive thought front bag,0.34,0.0,0.66,0.5574,0
3670,3670,3670,"
The bag looks good but is different than the pictures. I considered it as a school bag but the bag didn’t seem too sturdy. It does have enough room but I doubt that it will last long. I returned it without any hassle and thank the seller for his support.
",bag look good different picture consider school bag bag do not seem sturdy enough room doubt last long return without hassle thank seller support,0.185,0.153,0.662,0.2477,0
3671,3671,3671,"
Good bag...multiple compartment...Kid loving it... Got a different bag than ordered..however buyer informed earlier and sent pictures to select from available stock..like it
",good bagmultiple compartmentkid loving get different bag orderedhowever buyer inform early send picture select available stocklike,0.327,0.0,0.673,0.7783,0
3672,3672,3672,"
I am very disappointed with this order,the pic shows different product and I got different product
",disappointed orderthe pic show different product get different product,0.0,0.279,0.721,-0.4767,1
3673,3673,3673,"
Looks smart and has good quality.  Value for money buy.
",look smart good quality value money buy,0.667,0.0,0.333,0.7906,0
3674,3674,3674,"
I bought  a different  one  but got a different  one  but it's  ok... I like how there are 5 compartments  in  this  bag not  yet used for schools...
",buy different one get different one ok like 5 compartment bag yet use school,0.299,0.0,0.701,0.5719,0
3675,3675,3675,"
This bag is sturdy and awesome... My daughter has been using it since past three months and it's very good
",bag sturdy awesome daughter use since past three month good,0.467,0.0,0.533,0.7906,0
3676,3676,3676,"
Product is good but I got different colour
",product good get different colour,0.42,0.0,0.58,0.4404,0
3677,3677,3677,"
Overall good just one complain... the inner compartment layer is not good enough for long term use.
",overall good one complain inner compartment layer good enough long term use,0.335,0.145,0.52,0.5106,0
3678,3678,3678,"
Love it..... Amazon is Best 💛
",love amazon well,1.0,0.0,0.0,0.7906,0
