,Unnamed: 0,reviews,new_reviews
1727,1727,"
this product is very good product. light wait  and good stuff quality this product is very good product. light wait  and good stuff quality
",product good product light wait good stuff quality product good product light wait good stuff quality
1728,1728,"
Good product this bag is osm really amazing nd good quality . perfect for everyone .. value of money product
",good product bag osm really amazing nd good quality perfect everyone value money product
1729,1729,"
It is best product on Amazon thank you Amazon for this best service
",good product amazon thank amazon good service
1730,1730,"
Really loved it..
",really love
1731,1731,"
Product quality really good. Thank you.
",product quality really good thank
1732,1732,"
it's a nice bag. Comfort for kids and big space in this bag and also attracting bag.. 👍
",nice bag comfort kid big space bag also attract bag
1733,1733,"
Good bag. Colour and material is good.
",good bag colour material good
1734,1734,"
Good
",good
1735,1735,"
Bag quality is fine but zip quality is too poor, all zips are gone within 2 months
",bag quality fine zip quality poor zip go within 2 month
1736,1736,"
Nice ....meri beti ko bahut psnd aaya
",nice meri beti ko bahut psnd aaya
1737,1737,"




                    The media could not be loaded.
                



Superb
",medium could load superb
1738,1738,,
1739,1739,"
Good one
",good one
1740,1740,"
Really loved it..
",really love
1741,1741,"
Product quality really good. Thank you.
",product quality really good thank
1742,1742,"
it's a nice bag. Comfort for kids and big space in this bag and also attracting bag.. 👍
",nice bag comfort kid big space bag also attract bag
1743,1743,"
Good bag. Colour and material is good.
",good bag colour material good
1744,1744,"
Good
",good
1745,1745,"
Bag quality is fine but zip quality is too poor, all zips are gone within 2 months
",bag quality fine zip quality poor zip go within 2 month
1746,1746,"
Nice ....meri beti ko bahut psnd aaya
",nice meri beti ko bahut psnd aaya
1747,1747,"




                    The media could not be loaded.
                



Superb
",medium could load superb
1748,1748,,
1749,1749,"
Good one
",good one
1750,1750,"
अच्छा है लेकिन थोड़ा छोटा है
",अचछ ह लकन थड छट ह
1751,1751,"
The bag quality is very good.... The only difference is in the photo of the bag shownin the site there is 4 pockets but in the real bag 3 pockets are given... ..Otherwise the bag is very good...good colour... Recommended
",bag quality good difference photo bag shownin site 4 pocket real bag 3 pocket give otherwise bag goodgood colour recommend
1752,1752,"
Size and space was okQuality was good
",size space okquality good
1753,1753,"
My daughter like so much peepy big bag tq Amazon
",daughter like much peepy big bag tq amazon
1754,1754,"
It looks durable, worth the price and value for money. Quality wise also value deal in this price.
",look durable worth price value money quality wise also value deal price
1755,1755,"
OK product, not 3D cartoon
",ok product 3d cartoon
1756,1756,"
Not quality very bad
",quality bad
1757,1757,"
Good product
",good product
1758,1758,"
Bag is good , but zips are not working. Before dispatch the seller has to check all zips and stitching quality etc, It is a small complaint but for children its a dream bag and if zips are working they became neourvous.
",bag good zips work dispatch seller check zip stitch quality etc small complaint child dream bag zips working become neourvous
1759,1759,"
I got little teared bag and also product is not worth money.
",get little tear bag also product worth money
1760,1760,"
Nice bag
",nice bag
1761,1761,"
Best design and quality But not up to the mark
",good design quality mark
1762,1762,"
Nice small size school bag... spacious and colour is good.... suitable for upto 1st class students....
",nice small size school bag spacious colour good suitable upto 1st class student
1763,1763,"
The bag material is good, however in one months use the chains are not working.
",bag material good however one month use chain work
1764,1764,"
We brought for our 7 years old daugher, she liked it and it's a nice product.
",bring 7 year old daugher like nice product
1765,1765,,
1766,1766,"
It's gud my son liked it
",gud son like
1767,1767,"
Good
",good
1768,1768,"
Like
",like
1769,1769,"
Its ok but little small .if possible to exchange it with little bigger size ?
",ok little small possible exchange little big size
1770,1770,"
Very good quality and good to carry grips. Nice school bag
",good quality good carry grip nice school bag
1771,1771,"
This is a really great quality
",really great quality
1772,1772,"
I have received the bag. It's very, very nice. I love it! It's exactly what I wanted. I am pleased with the experience.it's very afordable. And I prefer to all for buy this bag because it's material is also good and comfortable to use.
",receive bag nice love exactly want pleased experienceit afordable prefer buy bag material also good comfortable use
1773,1773,"
Kids like the bag very much, the material is very good, The photo on the bag is attracts the children more. The bag has different sections, it is very good, in this section children can keep a lot of their Belongings separately and properly.
",kid like bag much material good photo bag attract child bag different section good section child keep lot belonging separately properly
1774,1774,"
My kiddo liked it very much since she's a very big fan of Peppa pig
",kiddo like much since she s big fan peppa pig
