,reviews
1910,
1911,"
This product is very fine or attractive
"
1912,"
It is very nice and it is so beautiful. It is big in size
"
1913,"
Quality is really good and also the colour is really good too. My daughter really likes it, it is very spacious and perfect for school😊
"
1914,"
Perfect for school.Tbh I was really scared to get the color black as their was no image in the ratings.But,the bag turned out to be really cool.
"
1915,"
I love this bag so much it so beautiful and the colour is just so nice the quality is amazing
"
1916,"
Durable and good. Everything is worthy of praise. Price is economical, easy for handling and large enough. Finest product.👍
"
1917,"
I had ordered this bag as a birthday gift for my daughter. The bag had a torn velcro patch and has small splashes of dirt spots over the bag. Wonder if the bag is even a new one. Upset that they sent a bad product like this. Requesting an exchange and resolution.
"
1918,"
It's good...looks are fabulous. Quality wise also quite good
"
1919,"
Cool colour good quality
"
1920,"
It's good quality
"
1921,"
Nice product.
"
1922,"
It is very nice and it is so beautiful. It is big in size
"
1923,"
Quality is really good and also the colour is really good too. My daughter really likes it, it is very spacious and perfect for school😊
"
1924,"
Perfect for school.Tbh I was really scared to get the color black as their was no image in the ratings.But,the bag turned out to be really cool.
"
1925,"
I love this bag so much it so beautiful and the colour is just so nice the quality is amazing
"
1926,"
Durable and good. Everything is worthy of praise. Price is economical, easy for handling and large enough. Finest product.👍
"
1927,"
I had ordered this bag as a birthday gift for my daughter. The bag had a torn velcro patch and has small splashes of dirt spots over the bag. Wonder if the bag is even a new one. Upset that they sent a bad product like this. Requesting an exchange and resolution.
"
1928,"
It's good...looks are fabulous. Quality wise also quite good
"
1929,"
Cool colour good quality
"
1930,"
It's good quality
"
1931,"
Nice product.
"
1932,"
Nice and well but it got dirty easily
"
1933,"
Product material is so good..
"
1934,"
It's good
"
1935,"
I got it in purple and got the exact colour. It's lightweight and so spacious. Definitely worth the price
"
1936,"
Is good and have a good capacity but is  very light in colour
"
1937,"
Product is good but colour is same sa in pictures
"
1938,"
Everything thi g is very good and the size is also good best for school going students
"
1939,"
Bag quality is good.
"
1940,"
Loved this product!!!!!! You shall buy it , it has good space to keep and the colour is more preteeir than the one shown in photos + the quality is so good!!! And the details are lit!!!! This bag is so cuute!!! Loved it!! Thanks Amazon!!!
"
1941,"
Go for it
"
1942,"
Very good product
"
1943,"
It fits will and nice
"
1944,"
Bag exactly in the picture, Polyster and seems Waterproof bag, Loved the quality with this price, i buy on Rs 750, 3 main Zip 2 small zip pack, Let's see how Durable lasting in future
"
1945,"
Zip is not working properly post wash.
"
1946,"
Bag started to rip in the very first month of use and now it is not even usable. Poor quality product
"
1947,"




                    The media could not be loaded.
                



Product quality is not at all good.Pls check video
"
1948,"
My daughter loves it very much. Its nice and spacious. Many compartments. All her things are well organised
"
1949,"
I love this product's Colour, fabric and print this worth the price.. 👍🏼👍🏼
"
1950,"
The product is good and it will be a lasting one.
"
1951,"
Very bad colour and different to order
"
1952,"
The zippers get easily broken after a few months, it collects sort easily. But otherwise this bad is perfect with many pockets and spacious areas.
"
1953,"
Zipper is totally different as shown in the picture...
"
1954,"




                    The media could not be loaded.
                


"
1955,"
It's torn 😫
"
1956,"
The bag is suitable for 3rd to 4th STD going kids it is very spacious have lots of compartment nd the look bag is very beautiful nd decent this is my second time buying from Tiny Tots
"
1957,"
My daughter loves a lot with this bag thanks tinytot for lovely bags collection. The quality of bag is super se bhi uper
"
1958,"
Excellent bag its comfortable easy to carry for the children.Its worthable.
"
1959,"
I recently purchased the TABELITO® NEO 30L Water Resistant Laptop Backpack and I am extremely impressed with its quality and functionality. This unisex backpack is perfect for anyone looking for a versatile and durable bag for school, work, travel, or everyday use.The 30L capacity of this backpack is ideal for carrying a 15.6-inch laptop, notebooks, textbooks, and other essentials. The water-resistant material is a great feature, providing peace of mind when traveling in unpredictable weather conditions. The backpack also has multiple compartments and pockets, making it easy to organize and access items quickly.I love the sleek and modern design of the TABELITO® NEO backpack. It is stylish enough for professional settings but also practical for students or travelers. The padded shoulder straps and back panel provide comfort even when carrying heavy loads, and the adjustable chest strap adds extra support.Overall, I highly recommend the TABELITO® NEO 30L Water Resistant Laptop Backpack for anyone in need of a versatile and reliable bag for daily use. It is well-made, functional, and stylish, making it a great investment for both men and women.
"
1960,"
Good bag
"
1961,"
This college bag is really amazing and very comfortable to use aslo to many pockets and safecient space and also very amazing grip in sholder it's help to reduce weight and really awesome look and nice colour combination. I recommend to everyone and also branded product.
"
1962,"
Worst quality bag and very thin bag cloth material which can be damaged with our nail also !
"
1963,"
A good looking bag with enough space. But size seems to be little smaller than the specifications given in the description. Over all a good product for the money you spent.
"
1964,"




                    The media could not be loaded.
                



This backpack is designed to fit up to a 15.6-inch laptop notebook, making it perfect for both men and women. Quality of this bag is very nice .It has a very large space. It has 5 pockets , so you can organize your stuff very easily. This bag is really amazing happy with the quality. Value for money, good fabric also. Color is also so perfect. It looks premium with light color and highly manages store . the build quality of this bag is outstanding. It is made from durable and water-resistant materials Thanks Amazon recommend it to all.
"
1965,"
The quality is best and also it is a waterproof bag. One of the best bag in this range. Thanks Amazon for this amazing product..
"
1966,"
Quality of this bag is very nice.It has a very large space and we can store large no. of things in it.It's dual zippers are very smooth which makes it very easy to open and close.It has 5 pockets , so you can organise your stuff very easily.It has a high density foam on the backside which makes it very breathable, provide safety to sensitive material like laptop and also reduce pressure on your back.It is a perfect light weight bag for daily use especially for school/college and office.
"
1967,"
2 months into using it the inner lining is torn in multiple places. The Zip is holding up but the front zip opening is large and things fall out easily
"
1968,"
I  highly recommend the TABELITO NEO 30L Water Resistant Laptop Backpack to anyone in need of a durable and stylish bag for everyday use, whether it be for school, work, or travel. It has exceeded my expectations and I am very happy with my purchase.
"
1969,"
I recently purchased the TABELITO® NEO 30L Water Resistant Laptop Backpack and I am extremely impressed with its quality and functionality. This unisex backpack is perfect for anyone looking for a versatile and durable bag for school, work, travel, or everyday use.The 30L capacity of this backpack is ideal for carrying a 15.6-inch laptop, notebooks, textbooks, and other essentials. The water-resistant material is a great feature, providing peace of mind when traveling in unpredictable weather conditions. The backpack also has multiple compartments and pockets, making it easy to organize and access items quickly.I love the sleek and modern design of the TABELITO® NEO backpack. It is stylish enough for professional settings but also practical for students or travelers. The padded shoulder straps and back panel provide comfort even when carrying heavy loads, and the adjustable chest strap adds extra support.Overall, I highly recommend the TABELITO® NEO 30L Water Resistant Laptop Backpack for anyone in need of a versatile and reliable bag for daily use. It is well-made, functional, and stylish, making it a great investment for both men and women.
"
